Point { x: 655, y: 930 }
Point { x: 816, y: 742 }
Point { x: 505, y: 335 }
Point { x: 863, y: 752 }
Point { x: 542, y: 488 }
Point { x: 693, y: 699 }
Point { x: 517, y: 388 }
Point { x: 259, y: 673 }
Point { x: 863, y: 800 }
Point { x: 342, y: 930 }
Point { x: 824, y: 798 }
Point { x: 186, y: 597 }
Point { x: 970, y: 115 }
Point { x: 863, y: 467 }
Point { x: 528, y: 930 }
Point { x: 594, y: 294 }
Point { x: 468, y: 520 }
Point { x: 21, y: 533 }
Point { x: 436, y: 598 }
Point { x: 767, y: 961 }
Point { x: 335, y: 598 }
Point { x: 789, y: 414 }
Point { x: 863, y: 710 }
Point { x: 681, y: 417 }
Point { x: 583, y: 697 }
Point { x: 863, y: 883 }
Point { x: 706, y: 930 }
Point { x: 372, y: 930 }
Point { x: 275, y: 768 }
Point { x: 200, y: 370 }
Point { x: 693, y: 745 }
Point { x: 893, y: 217 }
Point { x: 863, y: 851 }
Point { x: 618, y: 357 }
Point { x: 789, y: 181 }
Point { x: 710, y: 673 }
Point { x: 468, y: 522 }
Point { x: 438, y: 736 }
Point { x: 502, y: 930 }
Point { x: 761, y: 961 }
Point { x: 789, y: 306 }
Point { x: 696, y: 212 }
Point { x: 392, y: 816 }
Point { x: 468, y: 596 }
Point { x: 711, y: 800 }
Point { x: 441, y: 335 }
Point { x: 735, y: 741 }
Point { x: 863, y: 911 }
Point { x: 126, y: 859 }
Point { x: 693, y: 790 }
Point { x: 798, y: 217 }
Point { x: 470, y: 930 }
Point { x: 438, y: 232 }
Point { x: 561, y: 388 }
Point { x: 586, y: 930 }
Point { x: 392, y: 798 }
Point { x: 468, y: 528 }
Point { x: 789, y: 343 }
Point { x: 517, y: 459 }
Point { x: 582, y: 932 }
Point { x: 440, y: 742 }
Point { x: 536, y: 760 }
Point { x: 322, y: 798 }
Point { x: 234, y: 549 }
Point { x: 126, y: 626 }
Point { x: 323, y: 417 }
Point { x: 953, y: 458 }
Point { x: 192, y: 370 }
Point { x: 438, y: 335 }
Point { x: 770, y: 417 }
Point { x: 863, y: 915 }
Point { x: 440, y: 333 }
Point { x: 789, y: 462 }
Point { x: 383, y: 508 }
Point { x: 468, y: 758 }
Point { x: 468, y: 720 }
Point { x: 712, y: 961 }
Point { x: 879, y: 816 }
Point { x: 519, y: 697 }
Point { x: 468, y: 767 }
Point { x: 468, y: 805 }
Point { x: 152, y: 370 }
Point { x: 879, y: 928 }
Point { x: 670, y: 930 }
Point { x: 242, y: 598 }
Point { x: 424, y: 930 }
Point { x: 863, y: 583 }
Point { x: 468, y: 584 }
Point { x: 94, y: 546 }
Point { x: 252, y: 930 }
Point { x: 863, y: 899 }
Point { x: 594, y: 489 }
Point { x: 517, y: 745 }
Point { x: 119, y: 293 }
Point { x: 925, y: 816 }
Point { x: 672, y: 489 }
Point { x: 431, y: 930 }
Point { x: 281, y: 188 }
Point { x: 735, y: 798 }
Point { x: 333, y: 930 }
Point { x: 539, y: 383 }
Point { x: 865, y: 420 }
Point { x: 617, y: 459 }
Point { x: 322, y: 333 }
Point { x: 353, y: 294 }
Point { x: 87, y: 188 }
Point { x: 271, y: 268 }
Point { x: 624, y: 388 }
Point { x: 468, y: 745 }
Point { x: 789, y: 415 }
Point { x: 468, y: 581 }
Point { x: 322, y: 823 }
Point { x: 863, y: 821 }
Point { x: 610, y: 365 }
Point { x: 123, y: 506 }
Point { x: 392, y: 673 }
Point { x: 863, y: 777 }
Point { x: 511, y: 930 }
Point { x: 468, y: 689 }
Point { x: 800, y: 961 }
Point { x: 483, y: 930 }
Point { x: 863, y: 910 }
Point { x: 225, y: 335 }
Point { x: 461, y: 550 }
Point { x: 363, y: 549 }
Point { x: 406, y: 333 }
Point { x: 863, y: 815 }
Point { x: 691, y: 930 }
Point { x: 576, y: 366 }
Point { x: 468, y: 691 }
Point { x: 555, y: 383 }
Point { x: 421, y: 335 }
Point { x: 320, y: 508 }
Point { x: 468, y: 813 }
Point { x: 877, y: 928 }
Point { x: 863, y: 918 }
Point { x: 436, y: 930 }
Point { x: 863, y: 896 }
Point { x: 262, y: 789 }
Point { x: 816, y: 583 }
Point { x: 438, y: 597 }
Point { x: 672, y: 114 }
Point { x: 789, y: 156 }
Point { x: 316, y: 146 }
Point { x: 542, y: 146 }
Point { x: 928, y: 821 }
Point { x: 863, y: 728 }
Point { x: 440, y: 598 }
Point { x: 517, y: 365 }
Point { x: 674, y: 513 }
Point { x: 620, y: 930 }
Point { x: 879, y: 961 }
Point { x: 221, y: 597 }
Point { x: 651, y: 930 }
Point { x: 863, y: 853 }
Point { x: 281, y: 198 }
Point { x: 863, y: 479 }
Point { x: 517, y: 697 }
Point { x: 789, y: 287 }
Point { x: 322, y: 461 }
Point { x: 323, y: 736 }
Point { x: 312, y: 335 }
Point { x: 561, y: 335 }
Point { x: 594, y: 550 }
Point { x: 438, y: 537 }
Point { x: 352, y: 930 }
Point { x: 398, y: 930 }
Point { x: 670, y: 114 }
Point { x: 362, y: 930 }
Point { x: 582, y: 383 }
Point { x: 594, y: 357 }
Point { x: 872, y: 489 }
Point { x: 215, y: 201 }
Point { x: 865, y: 798 }
Point { x: 508, y: 335 }
Point { x: 665, y: 930 }
Point { x: 558, y: 598 }
Point { x: 438, y: 745 }
Point { x: 695, y: 294 }
Point { x: 235, y: 546 }
Point { x: 527, y: 425 }
Point { x: 558, y: 369 }
Point { x: 613, y: 683 }
Point { x: 188, y: 201 }
Point { x: 468, y: 872 }
Point { x: 337, y: 697 }
Point { x: 351, y: 357 }
Point { x: 214, y: 151 }
Point { x: 116, y: 370 }
Point { x: 392, y: 742 }
Point { x: 783, y: 961 }
Point { x: 468, y: 678 }
Point { x: 694, y: 930 }
Point { x: 56, y: 242 }
Point { x: 296, y: 417 }
Point { x: 245, y: 789 }
Point { x: 429, y: 511 }
Point { x: 356, y: 508 }
Point { x: 400, y: 930 }
Point { x: 893, y: 213 }
Point { x: 468, y: 630 }
Point { x: 438, y: 550 }
Point { x: 259, y: 697 }
Point { x: 678, y: 930 }
Point { x: 681, y: 930 }
Point { x: 726, y: 961 }
Point { x: 672, y: 583 }
Point { x: 695, y: 360 }
Point { x: 687, y: 760 }
Point { x: 468, y: 579 }
Point { x: 468, y: 474 }
Point { x: 613, y: 745 }
Point { x: 774, y: 212 }
Point { x: 845, y: 714 }
Point { x: 410, y: 370 }
Point { x: 709, y: 742 }
Point { x: 863, y: 761 }
Point { x: 789, y: 291 }
Point { x: 468, y: 840 }
Point { x: 312, y: 188 }
Point { x: 757, y: 961 }
Point { x: 542, y: 798 }
Point { x: 133, y: 529 }
Point { x: 695, y: 961 }
Point { x: 514, y: 357 }
Point { x: 438, y: 697 }
Point { x: 350, y: 794 }
Point { x: 863, y: 893 }
Point { x: 517, y: 549 }
Point { x: 863, y: 704 }
Point { x: 485, y: 930 }
Point { x: 337, y: 816 }
Point { x: 681, y: 383 }
Point { x: 225, y: 506 }
Point { x: 789, y: 165 }
Point { x: 789, y: 500 }
Point { x: 94, y: 598 }
Point { x: 188, y: 506 }
Point { x: 863, y: 661 }
Point { x: 527, y: 254 }
Point { x: 789, y: 277 }
Point { x: 542, y: 335 }
Point { x: 594, y: 673 }
Point { x: 789, y: 239 }
Point { x: 536, y: 474 }
Point { x: 863, y: 723 }
Point { x: 468, y: 776 }
Point { x: 634, y: 930 }
Point { x: 468, y: 518 }
Point { x: 259, y: 743 }
Point { x: 356, y: 425 }
Point { x: 879, y: 383 }
Point { x: 389, y: 930 }
Point { x: 468, y: 748 }
Point { x: 695, y: 492 }
Point { x: 863, y: 628 }
Point { x: 542, y: 365 }
Point { x: 829, y: 489 }
Point { x: 789, y: 230 }
Point { x: 234, y: 697 }
Point { x: 133, y: 743 }
Point { x: 468, y: 771 }
Point { x: 440, y: 304 }
Point { x: 652, y: 101 }
Point { x: 424, y: 335 }
Point { x: 312, y: 333 }
Point { x: 863, y: 898 }
Point { x: 542, y: 254 }
Point { x: 94, y: 673 }
Point { x: 863, y: 574 }
Point { x: 323, y: 714 }
Point { x: 582, y: 900 }
Point { x: 111, y: 743 }
Point { x: 863, y: 939 }
Point { x: 542, y: 508 }
Point { x: 963, y: 564 }
Point { x: 789, y: 388 }
Point { x: 468, y: 615 }
Point { x: 676, y: 114 }
Point { x: 536, y: 537 }
Point { x: 542, y: 790 }
Point { x: 401, y: 673 }
Point { x: 186, y: 549 }
Point { x: 468, y: 815 }
Point { x: 234, y: 890 }
Point { x: 626, y: 930 }
Point { x: 672, y: 492 }
Point { x: 322, y: 310 }
Point { x: 610, y: 489 }
Point { x: 467, y: 930 }
Point { x: 695, y: 254 }
Point { x: 672, y: 550 }
Point { x: 303, y: 930 }
Point { x: 657, y: 930 }
Point { x: 395, y: 930 }
Point { x: 594, y: 369 }
Point { x: 410, y: 768 }
Point { x: 225, y: 697 }
Point { x: 536, y: 742 }
Point { x: 582, y: 742 }
Point { x: 414, y: 369 }
Point { x: 571, y: 383 }
Point { x: 527, y: 602 }
Point { x: 485, y: 335 }
Point { x: 863, y: 859 }
Point { x: 640, y: 507 }
Point { x: 546, y: 589 }
Point { x: 138, y: 741 }
Point { x: 583, y: 673 }
Point { x: 353, y: 930 }
Point { x: 225, y: 508 }
Point { x: 437, y: 201 }
Point { x: 468, y: 742 }
Point { x: 438, y: 366 }
Point { x: 243, y: 930 }
Point { x: 863, y: 610 }
Point { x: 674, y: 417 }
Point { x: 323, y: 549 }
Point { x: 789, y: 115 }
Point { x: 468, y: 764 }
Point { x: 863, y: 900 }
Point { x: 244, y: 545 }
Point { x: 461, y: 425 }
Point { x: 546, y: 790 }
Point { x: 497, y: 335 }
Point { x: 863, y: 787 }
Point { x: 322, y: 790 }
Point { x: 879, y: 489 }
Point { x: 515, y: 474 }
Point { x: 696, y: 213 }
Point { x: 267, y: 545 }
Point { x: 648, y: 930 }
Point { x: 242, y: 394 }
Point { x: 863, y: 622 }
Point { x: 863, y: 700 }
Point { x: 468, y: 799 }
Point { x: 863, y: 644 }
Point { x: 532, y: 798 }
Point { x: 865, y: 322 }
Point { x: 468, y: 541 }
Point { x: 610, y: 550 }
Point { x: 473, y: 930 }
Point { x: 281, y: 335 }
Point { x: 618, y: 180 }
Point { x: 323, y: 789 }
Point { x: 138, y: 293 }
Point { x: 337, y: 526 }
Point { x: 532, y: 417 }
Point { x: 646, y: 930 }
Point { x: 468, y: 684 }
Point { x: 789, y: 290 }
Point { x: 789, y: 504 }
Point { x: 502, y: 335 }
Point { x: 863, y: 694 }
Point { x: 468, y: 585 }
Point { x: 618, y: 930 }
Point { x: 707, y: 458 }
Point { x: 325, y: 550 }
Point { x: 255, y: 148 }
Point { x: 79, y: 546 }
Point { x: 437, y: 304 }
Point { x: 389, y: 603 }
Point { x: 164, y: 533 }
Point { x: 21, y: 816 }
Point { x: 112, y: 859 }
Point { x: 468, y: 526 }
Point { x: 963, y: 552 }
Point { x: 323, y: 370 }
Point { x: 583, y: 513 }
Point { x: 510, y: 930 }
Point { x: 789, y: 318 }
Point { x: 789, y: 431 }
Point { x: 322, y: 335 }
Point { x: 527, y: 383 }
Point { x: 119, y: 151 }
Point { x: 709, y: 489 }
Point { x: 863, y: 727 }
Point { x: 617, y: 488 }
Point { x: 789, y: 234 }
Point { x: 323, y: 242 }
Point { x: 296, y: 699 }
Point { x: 789, y: 321 }
Point { x: 495, y: 335 }
Point { x: 515, y: 583 }
Point { x: 833, y: 673 }
Point { x: 789, y: 210 }
Point { x: 863, y: 658 }
Point { x: 790, y: 961 }
Point { x: 282, y: 930 }
Point { x: 582, y: 798 }
Point { x: 251, y: 930 }
Point { x: 684, y: 930 }
Point { x: 235, y: 545 }
Point { x: 440, y: 589 }
Point { x: 284, y: 930 }
Point { x: 735, y: 760 }
Point { x: 774, y: 254 }
Point { x: 695, y: 114 }
Point { x: 468, y: 826 }
Point { x: 770, y: 369 }
Point { x: 468, y: 546 }
Point { x: 380, y: 930 }
Point { x: 192, y: 626 }
Point { x: 111, y: 242 }
Point { x: 468, y: 888 }
Point { x: 731, y: 961 }
Point { x: 681, y: 549 }
Point { x: 320, y: 545 }
Point { x: 789, y: 391 }
Point { x: 328, y: 526 }
Point { x: 429, y: 550 }
Point { x: 388, y: 335 }
Point { x: 732, y: 961 }
Point { x: 468, y: 513 }
Point { x: 863, y: 845 }
Point { x: 542, y: 598 }
Point { x: 382, y: 335 }
Point { x: 596, y: 140 }
Point { x: 542, y: 549 }
Point { x: 491, y: 335 }
Point { x: 693, y: 861 }
Point { x: 440, y: 691 }
Point { x: 350, y: 768 }
Point { x: 558, y: 388 }
Point { x: 328, y: 461 }
Point { x: 687, y: 930 }
Point { x: 863, y: 855 }
Point { x: 781, y: 961 }
Point { x: 440, y: 446 }
Point { x: 863, y: 709 }
Point { x: 863, y: 759 }
Point { x: 275, y: 533 }
Point { x: 196, y: 533 }
Point { x: 250, y: 201 }
Point { x: 508, y: 294 }
Point { x: 760, y: 961 }
Point { x: 863, y: 740 }
Point { x: 468, y: 796 }
Point { x: 789, y: 474 }
Point { x: 789, y: 444 }
Point { x: 496, y: 335 }
Point { x: 468, y: 560 }
Point { x: 468, y: 591 }
Point { x: 863, y: 868 }
Point { x: 536, y: 583 }
Point { x: 863, y: 724 }
Point { x: 515, y: 683 }
Point { x: 863, y: 488 }
Point { x: 824, y: 861 }
Point { x: 392, y: 930 }
Point { x: 546, y: 545 }
Point { x: 600, y: 930 }
Point { x: 537, y: 101 }
Point { x: 589, y: 383 }
Point { x: 335, y: 545 }
Point { x: 863, y: 906 }
Point { x: 583, y: 370 }
Point { x: 582, y: 550 }
Point { x: 242, y: 816 }
Point { x: 690, y: 114 }
Point { x: 863, y: 625 }
Point { x: 396, y: 930 }
Point { x: 592, y: 930 }
Point { x: 546, y: 787 }
Point { x: 814, y: 583 }
Point { x: 863, y: 737 }
Point { x: 365, y: 930 }
Point { x: 250, y: 930 }
Point { x: 255, y: 268 }
Point { x: 889, y: 217 }
Point { x: 521, y: 930 }
Point { x: 672, y: 930 }
Point { x: 296, y: 597 }
Point { x: 963, y: 540 }
Point { x: 542, y: 369 }
Point { x: 316, y: 930 }
Point { x: 824, y: 790 }
Point { x: 32, y: 816 }
Point { x: 863, y: 691 }
Point { x: 221, y: 673 }
Point { x: 363, y: 583 }
Point { x: 242, y: 798 }
Point { x: 328, y: 545 }
Point { x: 789, y: 218 }
Point { x: 674, y: 304 }
Point { x: 774, y: 489 }
Point { x: 383, y: 930 }
Point { x: 540, y: 930 }
Point { x: 600, y: 383 }
Point { x: 573, y: 930 }
Point { x: 603, y: 930 }
Point { x: 789, y: 174 }
Point { x: 275, y: 789 }
Point { x: 401, y: 335 }
Point { x: 789, y: 323 }
Point { x: 789, y: 417 }
Point { x: 863, y: 701 }
Point { x: 789, y: 428 }
Point { x: 863, y: 708 }
Point { x: 618, y: 383 }
Point { x: 672, y: 508 }
Point { x: 652, y: 213 }
Point { x: 863, y: 539 }
Point { x: 503, y: 930 }
Point { x: 789, y: 293 }
Point { x: 214, y: 201 }
Point { x: 468, y: 539 }
Point { x: 735, y: 714 }
Point { x: 682, y: 930 }
Point { x: 695, y: 304 }
Point { x: 532, y: 598 }
Point { x: 518, y: 930 }
Point { x: 275, y: 690 }
Point { x: 618, y: 369 }
Point { x: 593, y: 930 }
Point { x: 410, y: 550 }
Point { x: 527, y: 369 }
Point { x: 489, y: 335 }
Point { x: 519, y: 930 }
Point { x: 468, y: 519 }
Point { x: 234, y: 533 }
Point { x: 863, y: 632 }
Point { x: 707, y: 930 }
Point { x: 789, y: 317 }
Point { x: 527, y: 768 }
Point { x: 323, y: 768 }
Point { x: 341, y: 930 }
Point { x: 863, y: 633 }
Point { x: 741, y: 146 }
Point { x: 789, y: 422 }
Point { x: 426, y: 930 }
Point { x: 415, y: 335 }
Point { x: 555, y: 930 }
Point { x: 461, y: 526 }
Point { x: 674, y: 172 }
Point { x: 833, y: 714 }
Point { x: 804, y: 961 }
Point { x: 863, y: 792 }
Point { x: 401, y: 742 }
Point { x: 349, y: 930 }
Point { x: 618, y: 213 }
Point { x: 297, y: 930 }
Point { x: 468, y: 559 }
Point { x: 854, y: 952 }
Point { x: 188, y: 198 }
Point { x: 350, y: 823 }
Point { x: 337, y: 714 }
Point { x: 423, y: 335 }
Point { x: 863, y: 605 }
Point { x: 863, y: 611 }
Point { x: 355, y: 930 }
Point { x: 323, y: 603 }
Point { x: 381, y: 930 }
Point { x: 789, y: 240 }
Point { x: 789, y: 459 }
Point { x: 618, y: 304 }
Point { x: 638, y: 930 }
Point { x: 759, y: 961 }
Point { x: 789, y: 226 }
Point { x: 789, y: 216 }
Point { x: 863, y: 555 }
Point { x: 436, y: 583 }
Point { x: 221, y: 603 }
Point { x: 865, y: 425 }
Point { x: 225, y: 741 }
Point { x: 221, y: 583 }
Point { x: 854, y: 714 }
Point { x: 820, y: 191 }
Point { x: 813, y: 528 }
Point { x: 789, y: 292 }
Point { x: 234, y: 136 }
Point { x: 440, y: 425 }
Point { x: 824, y: 868 }
Point { x: 924, y: 821 }
Point { x: 863, y: 533 }
Point { x: 234, y: 736 }
Point { x: 546, y: 369 }
Point { x: 436, y: 425 }
Point { x: 527, y: 140 }
Point { x: 392, y: 549 }
Point { x: 789, y: 163 }
Point { x: 865, y: 388 }
Point { x: 527, y: 335 }
Point { x: 709, y: 79 }
Point { x: 789, y: 362 }
Point { x: 468, y: 555 }
Point { x: 546, y: 488 }
Point { x: 468, y: 649 }
Point { x: 468, y: 709 }
Point { x: 468, y: 751 }
Point { x: 215, y: 310 }
Point { x: 624, y: 146 }
Point { x: 709, y: 961 }
Point { x: 779, y: 961 }
Point { x: 672, y: 366 }
Point { x: 356, y: 335 }
Point { x: 710, y: 583 }
Point { x: 687, y: 745 }
Point { x: 164, y: 506 }
Point { x: 272, y: 930 }
Point { x: 152, y: 697 }
Point { x: 34, y: 800 }
Point { x: 468, y: 814 }
Point { x: 213, y: 198 }
Point { x: 853, y: 714 }
Point { x: 594, y: 383 }
Point { x: 335, y: 533 }
Point { x: 774, y: 528 }
Point { x: 382, y: 417 }
Point { x: 299, y: 930 }
Point { x: 251, y: 690 }
Point { x: 653, y: 745 }
Point { x: 468, y: 781 }
Point { x: 558, y: 383 }
Point { x: 674, y: 930 }
Point { x: 863, y: 715 }
Point { x: 497, y: 930 }
Point { x: 674, y: 508 }
Point { x: 320, y: 930 }
Point { x: 789, y: 373 }
Point { x: 672, y: 417 }
Point { x: 865, y: 69 }
Point { x: 337, y: 798 }
Point { x: 281, y: 533 }
Point { x: 558, y: 741 }
Point { x: 437, y: 292 }
Point { x: 789, y: 346 }
Point { x: 570, y: 383 }
Point { x: 863, y: 504 }
Point { x: 440, y: 741 }
Point { x: 200, y: 335 }
Point { x: 225, y: 798 }
Point { x: 389, y: 474 }
Point { x: 863, y: 582 }
Point { x: 389, y: 383 }
Point { x: 296, y: 691 }
Point { x: 429, y: 533 }
Point { x: 508, y: 417 }
Point { x: 138, y: 626 }
Point { x: 813, y: 383 }
Point { x: 337, y: 790 }
Point { x: 410, y: 742 }
Point { x: 509, y: 383 }
Point { x: 456, y: 930 }
Point { x: 789, y: 270 }
Point { x: 788, y: 961 }
Point { x: 594, y: 549 }
Point { x: 440, y: 545 }
Point { x: 610, y: 930 }
Point { x: 863, y: 736 }
Point { x: 234, y: 242 }
Point { x: 401, y: 699 }
Point { x: 789, y: 246 }
Point { x: 323, y: 790 }
Point { x: 863, y: 922 }
Point { x: 661, y: 930 }
Point { x: 613, y: 742 }
Point { x: 440, y: 550 }
Point { x: 789, y: 353 }
Point { x: 617, y: 474 }
Point { x: 298, y: 602 }
Point { x: 429, y: 589 }
Point { x: 564, y: 930 }
Point { x: 214, y: 136 }
Point { x: 70, y: 242 }
Point { x: 94, y: 506 }
Point { x: 275, y: 742 }
Point { x: 515, y: 526 }
Point { x: 753, y: 489 }
Point { x: 468, y: 632 }
Point { x: 872, y: 583 }
Point { x: 337, y: 745 }
Point { x: 468, y: 643 }
Point { x: 291, y: 930 }
Point { x: 468, y: 537 }
Point { x: 468, y: 883 }
Point { x: 350, y: 673 }
Point { x: 863, y: 744 }
Point { x: 863, y: 757 }
Point { x: 741, y: 115 }
Point { x: 350, y: 798 }
Point { x: 298, y: 545 }
Point { x: 789, y: 359 }
Point { x: 561, y: 480 }
Point { x: 789, y: 411 }
Point { x: 468, y: 636 }
Point { x: 123, y: 597 }
Point { x: 789, y: 445 }
Point { x: 94, y: 533 }
Point { x: 468, y: 778 }
Point { x: 255, y: 188 }
Point { x: 392, y: 598 }
Point { x: 789, y: 179 }
Point { x: 713, y: 930 }
Point { x: 863, y: 509 }
Point { x: 543, y: 930 }
Point { x: 225, y: 603 }
Point { x: 512, y: 383 }
Point { x: 693, y: 800 }
Point { x: 395, y: 335 }
Point { x: 747, y: 961 }
Point { x: 878, y: 816 }
Point { x: 429, y: 537 }
Point { x: 406, y: 242 }
Point { x: 863, y: 775 }
Point { x: 527, y: 146 }
Point { x: 508, y: 508 }
Point { x: 863, y: 747 }
Point { x: 863, y: 721 }
Point { x: 435, y: 930 }
Point { x: 805, y: 961 }
Point { x: 687, y: 697 }
Point { x: 854, y: 790 }
Point { x: 468, y: 803 }
Point { x: 853, y: 798 }
Point { x: 79, y: 529 }
Point { x: 863, y: 758 }
Point { x: 152, y: 533 }
Point { x: 323, y: 550 }
Point { x: 863, y: 468 }
Point { x: 546, y: 714 }
Point { x: 764, y: 961 }
Point { x: 774, y: 213 }
Point { x: 582, y: 760 }
Point { x: 925, y: 821 }
Point { x: 517, y: 474 }
Point { x: 301, y: 714 }
Point { x: 529, y: 930 }
Point { x: 235, y: 549 }
Point { x: 789, y: 345 }
Point { x: 215, y: 198 }
Point { x: 789, y: 436 }
Point { x: 244, y: 583 }
Point { x: 320, y: 603 }
Point { x: 774, y: 360 }
Point { x: 958, y: 458 }
Point { x: 538, y: 930 }
Point { x: 863, y: 795 }
Point { x: 516, y: 930 }
Point { x: 863, y: 699 }
Point { x: 863, y: 844 }
Point { x: 468, y: 864 }
Point { x: 624, y: 140 }
Point { x: 133, y: 533 }
Point { x: 789, y: 184 }
Point { x: 613, y: 930 }
Point { x: 350, y: 742 }
Point { x: 789, y: 434 }
Point { x: 287, y: 930 }
Point { x: 610, y: 254 }
Point { x: 853, y: 861 }
Point { x: 718, y: 930 }
Point { x: 200, y: 293 }
Point { x: 863, y: 870 }
Point { x: 335, y: 390 }
Point { x: 558, y: 549 }
Point { x: 94, y: 743 }
Point { x: 406, y: 369 }
Point { x: 546, y: 388 }
Point { x: 392, y: 603 }
Point { x: 234, y: 545 }
Point { x: 696, y: 73 }
Point { x: 774, y: 79 }
Point { x: 271, y: 146 }
Point { x: 235, y: 603 }
Point { x: 376, y: 930 }
Point { x: 468, y: 770 }
Point { x: 367, y: 930 }
Point { x: 863, y: 629 }
Point { x: 863, y: 930 }
Point { x: 468, y: 631 }
Point { x: 429, y: 930 }
Point { x: 94, y: 862 }
Point { x: 468, y: 713 }
Point { x: 312, y: 417 }
Point { x: 542, y: 198 }
Point { x: 561, y: 508 }
Point { x: 437, y: 114 }
Point { x: 693, y: 816 }
Point { x: 824, y: 961 }
Point { x: 610, y: 212 }
Point { x: 123, y: 626 }
Point { x: 393, y: 335 }
Point { x: 536, y: 550 }
Point { x: 717, y: 930 }
Point { x: 474, y: 930 }
Point { x: 77, y: 293 }
Point { x: 768, y: 961 }
Point { x: 438, y: 357 }
Point { x: 401, y: 697 }
Point { x: 863, y: 487 }
Point { x: 186, y: 335 }
Point { x: 468, y: 540 }
Point { x: 863, y: 491 }
Point { x: 138, y: 673 }
Point { x: 709, y: 146 }
Point { x: 789, y: 471 }
Point { x: 696, y: 217 }
Point { x: 624, y: 357 }
Point { x: 737, y: 961 }
Point { x: 225, y: 242 }
Point { x: 863, y: 579 }
Point { x: 863, y: 670 }
Point { x: 576, y: 357 }
Point { x: 478, y: 335 }
Point { x: 407, y: 335 }
Point { x: 789, y: 370 }
Point { x: 594, y: 513 }
Point { x: 527, y: 148 }
Point { x: 789, y: 447 }
Point { x: 594, y: 459 }
Point { x: 709, y: 304 }
Point { x: 561, y: 365 }
Point { x: 687, y: 798 }
Point { x: 438, y: 714 }
Point { x: 115, y: 598 }
Point { x: 813, y: 699 }
Point { x: 332, y: 461 }
Point { x: 312, y: 148 }
Point { x: 958, y: 322 }
Point { x: 546, y: 474 }
Point { x: 517, y: 602 }
Point { x: 468, y: 634 }
Point { x: 468, y: 650 }
Point { x: 164, y: 626 }
Point { x: 542, y: 212 }
Point { x: 242, y: 789 }
Point { x: 789, y: 214 }
Point { x: 669, y: 114 }
Point { x: 453, y: 335 }
Point { x: 406, y: 370 }
Point { x: 468, y: 590 }
Point { x: 490, y: 930 }
Point { x: 242, y: 743 }
Point { x: 403, y: 335 }
Point { x: 494, y: 930 }
Point { x: 242, y: 768 }
Point { x: 335, y: 254 }
Point { x: 468, y: 627 }
Point { x: 854, y: 836 }
Point { x: 789, y: 397 }
Point { x: 164, y: 598 }
Point { x: 57, y: 348 }
Point { x: 69, y: 242 }
Point { x: 356, y: 370 }
Point { x: 872, y: 458 }
Point { x: 863, y: 508 }
Point { x: 696, y: 180 }
Point { x: 582, y: 816 }
Point { x: 583, y: 488 }
Point { x: 527, y: 736 }
Point { x: 388, y: 930 }
Point { x: 702, y: 930 }
Point { x: 468, y: 790 }
Point { x: 789, y: 498 }
Point { x: 863, y: 458 }
Point { x: 695, y: 550 }
Point { x: 468, y: 551 }
Point { x: 561, y: 488 }
Point { x: 877, y: 868 }
Point { x: 711, y: 714 }
Point { x: 468, y: 784 }
Point { x: 532, y: 537 }
Point { x: 332, y: 526 }
Point { x: 392, y: 597 }
Point { x: 468, y: 747 }
Point { x: 438, y: 798 }
Point { x: 789, y: 454 }
Point { x: 111, y: 533 }
Point { x: 789, y: 261 }
Point { x: 429, y: 474 }
Point { x: 383, y: 511 }
Point { x: 582, y: 790 }
Point { x: 468, y: 836 }
Point { x: 653, y: 714 }
Point { x: 613, y: 492 }
Point { x: 789, y: 211 }
Point { x: 532, y: 816 }
Point { x: 789, y: 161 }
Point { x: 687, y: 714 }
Point { x: 437, y: 109 }
Point { x: 527, y: 508 }
Point { x: 789, y: 410 }
Point { x: 789, y: 298 }
Point { x: 235, y: 597 }
Point { x: 546, y: 602 }
Point { x: 468, y: 629 }
Point { x: 468, y: 593 }
Point { x: 251, y: 673 }
Point { x: 743, y: 961 }
Point { x: 113, y: 862 }
Point { x: 410, y: 741 }
Point { x: 863, y: 600 }
Point { x: 583, y: 508 }
Point { x: 622, y: 930 }
Point { x: 789, y: 506 }
Point { x: 296, y: 533 }
Point { x: 410, y: 369 }
Point { x: 196, y: 597 }
Point { x: 126, y: 275 }
Point { x: 687, y: 928 }
Point { x: 461, y: 537 }
Point { x: 709, y: 114 }
Point { x: 863, y: 753 }
Point { x: 488, y: 335 }
Point { x: 468, y: 586 }
Point { x: 261, y: 930 }
Point { x: 789, y: 168 }
Point { x: 561, y: 357 }
Point { x: 513, y: 335 }
Point { x: 515, y: 370 }
Point { x: 709, y: 294 }
Point { x: 359, y: 930 }
Point { x: 568, y: 930 }
Point { x: 583, y: 388 }
Point { x: 863, y: 749 }
Point { x: 322, y: 357 }
Point { x: 347, y: 930 }
Point { x: 515, y: 365 }
Point { x: 789, y: 101 }
Point { x: 468, y: 569 }
Point { x: 581, y: 383 }
Point { x: 468, y: 681 }
Point { x: 863, y: 861 }
Point { x: 789, y: 158 }
Point { x: 322, y: 673 }
Point { x: 213, y: 603 }
Point { x: 863, y: 791 }
Point { x: 854, y: 961 }
Point { x: 323, y: 533 }
Point { x: 863, y: 755 }
Point { x: 508, y: 242 }
Point { x: 527, y: 550 }
